Session_ID,Location_Zone,Time_of_Day,Product_Category,Cart_Status,Cart_Value_INR,Session_Duration_Sec,Delivery_Time_Min,Waste_Risk_Level,Cross_Sell_Accepted
SID102242,Dadar,3–6 PM,Fresh Produce,Completed,424,114,12,Medium,No
SID102243,Andheri,10 PM–2 AM,Snacks & Beverages,Completed,308,162,10,Low,No
SID102244,Thane,12–3 PM,Fresh Produce,Completed,245,148,13,High,No
SID102245,Bandra,6–10 PM,Staples & Grains,Abandoned,161,200,7,Medium,No
SID102246,Powai,12–3 PM,Fresh Produce,Abandoned,220,147,11,Low,No
SID102247,Powai,6–10 PM,Snacks & Beverages,Completed,278,115,12,Low,No
SID102248,Thane,10 PM–2 AM,Dairy,Abandoned,282,175,10,High,No
SID102249,Powai,3–6 PM,Fresh Produce,Abandoned,64,138,9,Low,No
SID102250,Bandra,12–3 PM,Dairy,Abandoned,180,130,13,Medium,No
SID102251,Andheri,6–10 PM,Dairy,Abandoned,204,190,9,High,No
SID102252,Bandra,12–3 PM,Staples & Grains,Abandoned,196,229,13,Medium,No
SID102253,Dadar,6–9 AM,Staples & Grains,Completed,259,135,10,Medium,No
SID102254,Powai,6–9 AM,Staples & Grains,Completed,316,131,11,Low,No
SID102255,Andheri,6–10 PM,Staples & Grains,Abandoned,229,139,11,Low,No
SID102256,Dadar,6–9 AM,Fresh Produce,Completed,470,109,11,Medium,No
SID102257,Bandra,12–3 PM,Staples & Grains,Completed,282,62,10,Medium,No
SID102258,Andheri,10 PM–2 AM,Personal Care,Completed,425,74,10,Low,No
SID102259,Dadar,6–10 PM,Fresh Produce,Completed,203,126,10,Medium,No
SID102260,Bandra,6–10 PM,Frozen Foods,Completed,452,100,8,Medium,No
SID102261,Thane,6–9 AM,Personal Care,Abandoned,240,93,9,Low,No
SID102262,Powai,9 AM–12,Staples & Grains,Completed,459,118,8,Low,No
SID102263,Thane,10 PM–2 AM,Snacks & Beverages,Abandoned,207,195,9,Low,No
SID102264,Bandra,6–10 PM,Dairy,Completed,452,56,9,Medium,No
SID102265,Thane,6–10 PM,Staples & Grains,Abandoned,103,189,12,Low,No
SID102266,Andheri,10 PM–2 AM,Fresh Produce,Completed,287,87,10,High,No
SID102267,Thane,10 PM–2 AM,Frozen Foods,Abandoned,89,170,10,Low,No
SID102268,Thane,9 AM–12,Snacks & Beverages,Completed,185,113,8,Low,No
SID102269,Powai,10 PM–2 AM,Dairy,Abandoned,167,173,11,Low,No
SID102270,Andheri,6–10 PM,Fresh Produce,Completed,360,148,7,High,No
SID102271,Powai,9 AM–12,Fresh Produce,Completed,275,94,7,Low,No
SID102272,Andheri,6–9 AM,Staples & Grains,Abandoned,228,262,8,Low,No
SID102273,Bandra,9 AM–12,Frozen Foods,Completed,249,121,12,Medium,No
SID102274,Bandra,10 PM–2 AM,Dairy,Completed,377,87,12,Medium,No
SID102275,Thane,6–10 PM,Dairy,Completed,442,87,11,High,Yes
SID102276,Bandra,12–3 PM,Frozen Foods,Completed,161,125,5,Medium,No
SID102277,Dadar,10 PM–2 AM,Staples & Grains,Completed,153,49,9,Medium,No
SID102278,Thane,10 PM–2 AM,Frozen Foods,Completed,236,103,11,Low,No
SID102279,Thane,3–6 PM,Snacks & Beverages,Completed,241,108,10,Low,Yes
SID102280,Dadar,6–10 PM,Fresh Produce,Completed,299,141,8,Medium,No
SID102281,Dadar,10 PM–2 AM,Staples & Grains,Completed,281,80,9,Medium,No
SID102282,Andheri,9 AM–12,Staples & Grains,Completed,239,138,8,Low,No
SID102283,Dadar,12–3 PM,Fresh Produce,Abandoned,141,128,9,Medium,No
SID102284,Powai,12–3 PM,Staples & Grains,Completed,417,116,10,Low,No
SID102285,Andheri,6–10 PM,Staples & Grains,Abandoned,211,177,9,Low,No
SID102286,Dadar,10 PM–2 AM,Fresh Produce,Abandoned,189,229,12,Medium,No
SID102287,Andheri,6–9 AM,Staples & Grains,Abandoned,224,169,12,Low,No
SID102288,Dadar,9 AM–12,Snacks & Beverages,Completed,469,121,9,Medium,Yes
SID102289,Powai,10 PM–2 AM,Staples & Grains,Completed,305,94,16,Low,No
SID102290,Bandra,9 AM–12,Fresh Produce,Abandoned,84,107,10,Medium,No
SID102291,Powai,6–9 AM,Personal Care,Abandoned,260,169,8,Low,No
SID102292,Bandra,6–9 AM,Staples & Grains,Completed,259,108,8,Medium,No
SID102293,Andheri,6–10 PM,Staples & Grains,Completed,295,162,12,Low,No
SID102294,Powai,12–3 PM,Snacks & Beverages,Completed,409,82,5,Low,Yes
SID102295,Thane,10 PM–2 AM,Staples & Grains,Abandoned,270,129,10,Low,No
SID102296,Thane,6–9 AM,Snacks & Beverages,Completed,268,108,9,Low,No
SID102297,Bandra,10 PM–2 AM,Frozen Foods,Completed,214,142,12,Medium,No
SID102298,Andheri,6–9 AM,Snacks & Beverages,Completed,168,125,11,Low,No
SID102299,Thane,6–10 PM,Snacks & Beverages,Completed,249,70,9,Low,Yes
SID102300,Andheri,10 PM–2 AM,Personal Care,Completed,330,133,9,Low,No
SID102301,Dadar,6–9 AM,Staples & Grains,Abandoned,142,198,6,Medium,No
SID102302,Thane,3–6 PM,Snacks & Beverages,Abandoned,103,139,6,Low,No
SID102303,Thane,9 AM–12,Snacks & Beverages,Completed,381,103,9,Low,Yes
SID102304,Andheri,9 AM–12,Fresh Produce,Abandoned,80,217,5,High,No
SID102305,Andheri,9 AM–12,Staples & Grains,Completed,288,53,11,Low,No
SID102306,Andheri,6–9 AM,Dairy,Completed,426,80,13,High,No
SID102307,Dadar,6–9 AM,Snacks & Beverages,Completed,340,144,13,Medium,Yes
SID102308,Andheri,12–3 PM,Fresh Produce,Completed,344,53,10,High,No
SID102309,Bandra,3–6 PM,Snacks & Beverages,Completed,335,99,13,Medium,No
SID102310,Dadar,3–6 PM,Personal Care,Completed,386,116,10,Medium,No
SID102311,Bandra,6–9 AM,Dairy,Abandoned,235,215,12,Medium,No
SID102312,Andheri,3–6 PM,Snacks & Beverages,Completed,348,76,10,Low,Yes
SID102313,Bandra,10 PM–2 AM,Fresh Produce,Abandoned,179,206,9,Medium,No
SID102314,Andheri,10 PM–2 AM,Dairy,Completed,183,124,7,High,Yes
SID102315,Andheri,6–10 PM,Dairy,Completed,383,69,10,High,No
SID102316,Andheri,6–9 AM,Snacks & Beverages,Completed,314,40,11,Low,Yes
SID102317,Andheri,6–10 PM,Fresh Produce,Completed,372,84,10,High,No
SID102318,Andheri,3–6 PM,Frozen Foods,Completed,362,54,14,Low,No
SID102319,Dadar,6–9 AM,Snacks & Beverages,Abandoned,112,152,8,Medium,No
SID102320,Bandra,9 AM–12,Snacks & Beverages,Completed,277,97,12,Medium,No
SID102321,Andheri,10 PM–2 AM,Fresh Produce,Completed,352,133,6,High,No
SID102322,Dadar,6–10 PM,Frozen Foods,Abandoned,177,182,9,Medium,No
SID102323,Bandra,6–9 AM,Fresh Produce,Completed,278,139,10,Medium,No
SID102324,Bandra,9 AM–12,Snacks & Beverages,Completed,393,103,12,Medium,Yes
SID102325,Andheri,12–3 PM,Dairy,Completed,372,54,7,High,Yes
SID102326,Powai,6–10 PM,Personal Care,Completed,249,98,8,Low,No
SID102327,Thane,6–10 PM,Fresh Produce,Abandoned,138,173,10,High,No
SID102328,Powai,10 PM–2 AM,Dairy,Completed,215,140,12,Low,Yes
SID102329,Powai,12–3 PM,Staples & Grains,Completed,313,36,12,Low,No
SID102330,Thane,10 PM–2 AM,Fresh Produce,Abandoned,203,177,11,High,No
SID102331,Dadar,10 PM–2 AM,Staples & Grains,Completed,147,75,11,Medium,No
SID102332,Dadar,12–3 PM,Staples & Grains,Abandoned,221,299,11,Medium,No
SID102333,Powai,10 PM–2 AM,Snacks & Beverages,Abandoned,280,189,11,Low,No
SID102334,Thane,10 PM–2 AM,Snacks & Beverages,Abandoned,88,187,10,Low,No
SID102335,Bandra,6–9 AM,Fresh Produce,Abandoned,193,161,6,Medium,No
SID102336,Dadar,10 PM–2 AM,Personal Care,Completed,352,109,8,Medium,No
SID102337,Bandra,10 PM–2 AM,Dairy,Abandoned,242,208,12,Medium,No
SID102338,Bandra,10 PM–2 AM,Fresh Produce,Abandoned,160,212,14,Medium,No
SID102339,Powai,12–3 PM,Staples & Grains,Abandoned,72,171,13,Low,No
SID102340,Andheri,10 PM–2 AM,Snacks & Beverages,Completed,386,97,12,Low,No
SID102341,Andheri,6–10 PM,Staples & Grains,Completed,324,117,14,Low,No
SID102342,Thane,6–10 PM,Frozen Foods,Completed,411,85,10,Low,No
SID102343,Andheri,9 AM–12,Fresh Produce,Abandoned,188,185,9,High,No
SID102344,Andheri,9 AM–12,Snacks & Beverages,Completed,297,106,11,Low,Yes
SID102345,Dadar,10 PM–2 AM,Snacks & Beverages,Completed,287,112,10,Medium,No
SID102346,Thane,6–9 AM,Dairy,Completed,247,81,11,High,No
SID102347,Dadar,6–10 PM,Personal Care,Abandoned,221,247,6,Medium,No
SID102348,Thane,12–3 PM,Frozen Foods,Abandoned,204,193,8,Low,No
SID102349,Dadar,6–10 PM,Snacks & Beverages,Completed,283,27,10,Medium,Yes
SID102350,Thane,12–3 PM,Fresh Produce,Abandoned,113,179,8,High,No
SID102351,Dadar,10 PM–2 AM,Frozen Foods,Completed,297,69,11,Medium,No
SID102352,Bandra,9 AM–12,Frozen Foods,Abandoned,225,144,10,Medium,No
SID102353,Powai,10 PM–2 AM,Fresh Produce,Abandoned,172,87,12,Low,No
SID102354,Thane,10 PM–2 AM,Frozen Foods,Abandoned,126,75,11,Low,No
SID102355,Andheri,3–6 PM,Snacks & Beverages,Completed,235,115,10,Low,No
SID102356,Thane,6–10 PM,Fresh Produce,Completed,451,179,12,High,No
SID102357,Bandra,12–3 PM,Snacks & Beverages,Abandoned,133,118,8,Medium,No
SID102358,Powai,6–10 PM,Dairy,Abandoned,68,134,10,Low,No
SID102359,Dadar,3–6 PM,Staples & Grains,Completed,323,154,9,Medium,No
SID102360,Dadar,10 PM–2 AM,Personal Care,Completed,178,130,15,Medium,No
SID102361,Andheri,10 PM–2 AM,Frozen Foods,Abandoned,75,119,9,Low,No
SID102362,Andheri,6–10 PM,Fresh Produce,Completed,362,119,12,High,No
SID102363,Andheri,10 PM–2 AM,Dairy,Abandoned,180,283,10,High,No
SID102364,Thane,6–9 AM,Dairy,Completed,368,136,8,High,Yes
SID102365,Dadar,10 PM–2 AM,Snacks & Beverages,Abandoned,170,226,11,Medium,No
SID102366,Thane,12–3 PM,Personal Care,Completed,235,109,5,Low,No
SID102367,Thane,9 AM–12,Staples & Grains,Abandoned,157,160,12,Low,No
SID102368,Bandra,3–6 PM,Snacks & Beverages,Completed,336,98,12,Medium,No
SID102369,Powai,9 AM–12,Personal Care,Completed,446,75,9,Low,No
SID102370,Powai,6–10 PM,Fresh Produce,Abandoned,95,202,5,Low,No
SID102371,Thane,6–10 PM,Snacks & Beverages,Abandoned,122,143,6,Low,No
SID102372,Andheri,9 AM–12,Snacks & Beverages,Abandoned,282,172,7,Low,No
SID102373,Thane,10 PM–2 AM,Dairy,Abandoned,112,211,13,High,No
SID102374,Bandra,6–10 PM,Personal Care,Completed,355,153,9,Medium,No
SID102375,Powai,9 AM–12,Dairy,Completed,387,90,8,Low,Yes
SID102376,Thane,3–6 PM,Snacks & Beverages,Completed,320,96,11,Low,No
SID102377,Dadar,12–3 PM,Fresh Produce,Abandoned,196,170,10,Medium,No
SID102378,Powai,6–10 PM,Fresh Produce,Abandoned,273,133,13,Low,No
SID102379,Powai,12–3 PM,Snacks & Beverages,Completed,218,59,5,Low,Yes
SID102380,Thane,10 PM–2 AM,Snacks & Beverages,Abandoned,143,161,5,Low,No
SID102381,Thane,12–3 PM,Dairy,Abandoned,168,198,11,High,No
SID102382,Andheri,6–9 AM,Staples & Grains,Abandoned,224,253,11,Low,No
SID102383,Dadar,12–3 PM,Fresh Produce,Abandoned,50,221,12,Medium,No
SID102384,Andheri,6–10 PM,Staples & Grains,Completed,411,82,5,Low,No
SID102385,Andheri,6–10 PM,Snacks & Beverages,Completed,322,122,9,Low,Yes
SID102386,Andheri,10 PM–2 AM,Dairy,Abandoned,240,112,9,High,No
SID102387,Bandra,10 PM–2 AM,Fresh Produce,Abandoned,177,239,10,Medium,No
SID102388,Thane,12–3 PM,Fresh Produce,Abandoned,142,199,9,High,No
SID102389,Bandra,6–9 AM,Snacks & Beverages,Completed,306,161,7,Medium,Yes
SID102390,Powai,10 PM–2 AM,Snacks & Beverages,Completed,506,132,13,Low,Yes
SID102391,Andheri,6–9 AM,Staples & Grains,Completed,245,111,7,Low,No
SID102392,Thane,9 AM–12,Fresh Produce,Abandoned,106,65,10,High,No
SID102393,Thane,3–6 PM,Fresh Produce,Abandoned,136,220,8,High,No
SID102394,Powai,10 PM–2 AM,Fresh Produce,Abandoned,237,253,11,Low,No
SID102395,Bandra,10 PM–2 AM,Dairy,Abandoned,128,259,13,Medium,No
SID102396,Thane,12–3 PM,Snacks & Beverages,Abandoned,289,202,7,Low,No
SID102397,Powai,3–6 PM,Dairy,Completed,393,141,8,Low,No
SID102398,Thane,12–3 PM,Fresh Produce,Abandoned,242,251,13,High,No
SID102399,Bandra,12–3 PM,Snacks & Beverages,Completed,350,150,8,Medium,No
SID102400,Andheri,10 PM–2 AM,Staples & Grains,Completed,288,149,8,Low,No
SID102401,Thane,6–9 AM,Frozen Foods,Completed,353,138,8,Low,No
SID102402,Andheri,6–9 AM,Fresh Produce,Completed,250,128,8,High,No
SID102403,Powai,12–3 PM,Fresh Produce,Completed,274,67,11,Low,No
SID102404,Andheri,12–3 PM,Fresh Produce,Completed,370,33,5,High,No
SID102405,Thane,10 PM–2 AM,Dairy,Abandoned,83,142,8,High,No
SID102406,Andheri,3–6 PM,Fresh Produce,Abandoned,138,177,9,High,No
SID102407,Thane,6–10 PM,Fresh Produce,Completed,259,133,7,High,No
SID102408,Powai,12–3 PM,Snacks & Beverages,Completed,234,181,13,Low,No
SID102409,Powai,3–6 PM,Personal Care,Completed,265,109,11,Low,No
SID102410,Andheri,6–10 PM,Frozen Foods,Abandoned,287,290,8,Low,No
SID102411,Thane,9 AM–12,Personal Care,Completed,368,180,13,Low,No
SID102412,Bandra,9 AM–12,Fresh Produce,Completed,426,151,14,Medium,No
SID102413,Thane,6–9 AM,Fresh Produce,Completed,334,56,14,High,No
SID102414,Thane,3–6 PM,Personal Care,Completed,257,109,7,Low,No
SID102415,Dadar,10 PM–2 AM,Fresh Produce,Completed,353,97,15,Medium,No
SID102416,Thane,6–10 PM,Snacks & Beverages,Completed,378,137,12,Low,No
SID102417,Dadar,3–6 PM,Dairy,Abandoned,120,195,9,Medium,No
SID102418,Dadar,6–10 PM,Snacks & Beverages,Completed,315,177,15,Medium,Yes
SID102419,Thane,12–3 PM,Frozen Foods,Completed,271,128,8,Low,No
SID102420,Andheri,12–3 PM,Fresh Produce,Completed,400,129,15,High,No
SID102421,Andheri,9 AM–12,Dairy,Completed,410,81,12,High,Yes
SID102422,Bandra,6–10 PM,Staples & Grains,Abandoned,246,291,5,Medium,No
SID102423,Powai,9 AM–12,Snacks & Beverages,Completed,163,121,12,Low,No
SID102424,Andheri,12–3 PM,Snacks & Beverages,Completed,358,113,9,Low,No
SID102425,Dadar,3–6 PM,Dairy,Completed,451,154,10,Medium,Yes
SID102426,Powai,12–3 PM,Snacks & Beverages,Completed,509,101,9,Low,No
SID102427,Powai,10 PM–2 AM,Snacks & Beverages,Abandoned,243,156,9,Low,No
SID102428,Thane,12–3 PM,Frozen Foods,Completed,50,75,8,Low,No
SID102429,Bandra,6–9 AM,Snacks & Beverages,Completed,360,96,10,Medium,Yes
SID102430,Dadar,3–6 PM,Dairy,Abandoned,219,138,11,Medium,No
SID102431,Dadar,6–10 PM,Fresh Produce,Abandoned,78,146,12,Medium,No
SID102432,Dadar,6–10 PM,Dairy,Completed,213,176,10,Medium,No
SID102433,Bandra,10 PM–2 AM,Dairy,Completed,239,108,8,Medium,No
SID102434,Bandra,6–10 PM,Dairy,Abandoned,175,276,13,Medium,No
SID102435,Andheri,6–10 PM,Staples & Grains,Abandoned,167,163,15,Low,No
SID102436,Thane,6–9 AM,Frozen Foods,Abandoned,210,265,10,Low,No
SID102437,Powai,6–10 PM,Fresh Produce,Abandoned,231,209,10,Low,No
SID102438,Dadar,10 PM–2 AM,Snacks & Beverages,Completed,231,83,5,Medium,No
SID102439,Bandra,6–10 PM,Staples & Grains,Completed,374,89,11,Medium,No
SID102440,Andheri,6–9 AM,Staples & Grains,Completed,395,195,12,Low,No
SID102441,Dadar,3–6 PM,Dairy,Abandoned,188,210,13,Medium,No
SID102442,Powai,10 PM–2 AM,Staples & Grains,Abandoned,188,189,13,Low,No
SID102443,Andheri,10 PM–2 AM,Snacks & Beverages,Completed,347,113,13,Low,Yes
SID102444,Andheri,3–6 PM,Staples & Grains,Abandoned,294,147,10,Low,No
SID102445,Powai,6–9 AM,Personal Care,Completed,321,143,7,Low,No
SID102446,Thane,9 AM–12,Dairy,Abandoned,132,229,13,High,No
SID102447,Dadar,6–10 PM,Staples & Grains,Completed,138,117,12,Medium,No
SID102448,Thane,10 PM–2 AM,Fresh Produce,Abandoned,85,151,8,High,No
SID102449,Powai,3–6 PM,Dairy,Abandoned,257,188,6,Low,No
SID102450,Dadar,10 PM–2 AM,Dairy,Abandoned,255,149,10,Medium,No
SID102451,Thane,10 PM–2 AM,Staples & Grains,Completed,361,142,10,Low,No
SID102452,Thane,6–9 AM,Staples & Grains,Completed,334,131,13,Low,No
SID102453,Andheri,12–3 PM,Snacks & Beverages,Abandoned,260,112,10,Low,No
SID102454,Andheri,3–6 PM,Snacks & Beverages,Completed,228,111,10,Low,Yes
SID102455,Andheri,9 AM–12,Dairy,Abandoned,156,159,10,High,No
SID102456,Powai,10 PM–2 AM,Staples & Grains,Completed,230,118,9,Low,No
SID102457,Dadar,10 PM–2 AM,Frozen Foods,Completed,355,112,12,Medium,No
SID102458,Thane,6–10 PM,Staples & Grains,Completed,406,65,12,Low,No
SID102459,Andheri,6–10 PM,Personal Care,Abandoned,147,182,12,Low,No
SID102460,Bandra,12–3 PM,Snacks & Beverages,Completed,222,41,13,Medium,Yes
SID102461,Bandra,9 AM–12,Staples & Grains,Abandoned,220,215,11,Medium,No
SID102462,Andheri,10 PM–2 AM,Dairy,Abandoned,193,159,6,High,No
SID102463,Bandra,3–6 PM,Staples & Grains,Completed,357,97,14,Medium,No
SID102464,Powai,3–6 PM,Personal Care,Abandoned,203,121,11,Low,No
SID102465,Powai,6–9 AM,Frozen Foods,Completed,392,62,13,Low,No
SID102466,Andheri,12–3 PM,Personal Care,Abandoned,222,175,10,Low,No
SID102467,Bandra,6–10 PM,Personal Care,Completed,267,68,10,Medium,No
SID102468,Dadar,6–9 AM,Personal Care,Completed,325,125,5,Medium,No
SID102469,Bandra,10 PM–2 AM,Staples & Grains,Completed,234,85,11,Medium,No
SID102470,Thane,6–10 PM,Fresh Produce,Abandoned,174,185,11,High,No
SID102471,Bandra,9 AM–12,Snacks & Beverages,Completed,298,153,7,Medium,No
SID102472,Andheri,12–3 PM,Frozen Foods,Abandoned,186,273,10,Low,No
SID102473,Powai,9 AM–12,Snacks & Beverages,Abandoned,166,178,8,Low,No
SID102474,Dadar,6–9 AM,Staples & Grains,Completed,303,66,11,Medium,No
SID102475,Dadar,6–10 PM,Staples & Grains,Completed,378,104,13,Medium,No
SID102476,Dadar,6–10 PM,Dairy,Completed,244,137,5,Medium,No
SID102477,Thane,6–10 PM,Personal Care,Completed,348,101,7,Low,No
SID102478,Andheri,10 PM–2 AM,Snacks & Beverages,Completed,360,149,11,Low,Yes
SID102479,Dadar,12–3 PM,Snacks & Beverages,Completed,227,105,8,Medium,No
SID102480,Dadar,10 PM–2 AM,Snacks & Beverages,Abandoned,89,308,9,Medium,No
SID102481,Bandra,3–6 PM,Staples & Grains,Completed,252,83,11,Medium,No
SID102482,Thane,6–10 PM,Frozen Foods,Completed,302,143,10,Low,No
SID102483,Bandra,10 PM–2 AM,Staples & Grains,Abandoned,125,242,11,Medium,No
SID102484,Bandra,10 PM–2 AM,Fresh Produce,Abandoned,147,206,8,Medium,No
SID102485,Bandra,3–6 PM,Snacks & Beverages,Completed,259,144,13,Medium,No
SID102486,Dadar,10 PM–2 AM,Staples & Grains,Abandoned,57,202,5,Medium,No
SID102487,Dadar,3–6 PM,Frozen Foods,Completed,316,86,11,Medium,No
SID102488,Powai,3–6 PM,Snacks & Beverages,Completed,330,94,14,Low,No
SID102489,Dadar,3–6 PM,Snacks & Beverages,Completed,244,173,10,Medium,No
SID102490,Andheri,6–9 AM,Dairy,Completed,243,107,10,High,No
SID102491,Andheri,9 AM–12,Staples & Grains,Abandoned,195,207,13,Low,No
SID102492,Powai,10 PM–2 AM,Staples & Grains,Abandoned,238,175,15,Low,No
SID102493,Bandra,6–10 PM,Snacks & Beverages,Completed,283,144,8,Medium,No
SID102494,Thane,10 PM–2 AM,Fresh Produce,Abandoned,196,159,10,High,No
SID102495,Thane,10 PM–2 AM,Snacks & Beverages,Completed,357,140,10,Low,No
SID102496,Andheri,6–10 PM,Personal Care,Completed,278,136,10,Low,No
SID102497,Andheri,12–3 PM,Snacks & Beverages,Abandoned,196,197,11,Low,No
SID102498,Thane,12–3 PM,Snacks & Beverages,Completed,386,139,11,Low,No
SID102499,Dadar,6–10 PM,Dairy,Completed,382,124,10,Medium,Yes
SID102500,Thane,12–3 PM,Snacks & Beverages,Completed,167,123,8,Low,Yes
SID102501,Powai,9 AM–12,Staples & Grains,Completed,527,84,9,Low,No
SID102502,Andheri,12–3 PM,Fresh Produce,Completed,365,130,11,High,No
SID102503,Andheri,10 PM–2 AM,Personal Care,Completed,454,63,11,Low,No
SID102504,Thane,6–10 PM,Staples & Grains,Completed,351,113,12,Low,No
SID102505,Thane,6–10 PM,Snacks & Beverages,Completed,231,123,9,Low,Yes
SID102506,Powai,3–6 PM,Personal Care,Completed,352,155,12,Low,No
SID102507,Thane,6–10 PM,Fresh Produce,Abandoned,306,171,12,High,No
SID102508,Powai,10 PM–2 AM,Frozen Foods,Completed,314,110,9,Low,No
SID102509,Andheri,6–9 AM,Snacks & Beverages,Completed,170,52,8,Low,Yes
SID102510,Thane,10 PM–2 AM,Personal Care,Completed,482,89,7,Low,No
SID102511,Andheri,3–6 PM,Personal Care,Completed,359,84,8,Low,No
SID102512,Bandra,3–6 PM,Snacks & Beverages,Completed,295,79,8,Medium,Yes
SID102513,Thane,6–10 PM,Staples & Grains,Abandoned,69,197,7,Low,No
SID102514,Andheri,3–6 PM,Dairy,Completed,294,169,11,High,Yes
SID102515,Andheri,6–10 PM,Snacks & Beverages,Completed,238,133,14,Low,No
SID102516,Andheri,10 PM–2 AM,Dairy,Abandoned,175,182,12,High,No
SID102517,Powai,10 PM–2 AM,Snacks & Beverages,Completed,421,112,11,Low,Yes
SID102518,Powai,6–9 AM,Dairy,Abandoned,223,260,12,Low,No
SID102519,Thane,9 AM–12,Fresh Produce,Abandoned,184,227,8,High,No
SID102520,Bandra,9 AM–12,Dairy,Completed,354,131,6,Medium,No
SID102521,Bandra,6–10 PM,Staples & Grains,Abandoned,215,279,12,Medium,No
SID102522,Thane,12–3 PM,Staples & Grains,Abandoned,165,231,9,Low,No
SID102523,Powai,12–3 PM,Fresh Produce,Abandoned,249,155,10,Low,No
SID102524,Powai,12–3 PM,Snacks & Beverages,Completed,107,125,9,Low,No
SID102525,Andheri,12–3 PM,Fresh Produce,Abandoned,257,209,9,High,No
SID102526,Bandra,3–6 PM,Dairy,Completed,236,136,5,Medium,No
SID102527,Thane,12–3 PM,Frozen Foods,Abandoned,303,277,13,Low,No
SID102528,Dadar,10 PM–2 AM,Dairy,Abandoned,273,175,8,Medium,No
SID102529,Andheri,10 PM–2 AM,Snacks & Beverages,Abandoned,207,197,9,Low,No
SID102530,Andheri,12–3 PM,Dairy,Completed,350,158,18,High,No
SID102531,Thane,3–6 PM,Dairy,Completed,294,182,12,High,Yes
SID102532,Bandra,6–9 AM,Dairy,Completed,272,110,11,Medium,No
SID102533,Bandra,6–10 PM,Snacks & Beverages,Completed,367,158,14,Medium,Yes
SID102534,Andheri,10 PM–2 AM,Snacks & Beverages,Completed,260,81,12,Low,No
SID102535,Bandra,3–6 PM,Staples & Grains,Completed,455,133,9,Medium,No
SID102536,Thane,9 AM–12,Staples & Grains,Completed,414,141,9,Low,No
SID102537,Bandra,12–3 PM,Snacks & Beverages,Completed,353,85,13,Medium,No
SID102538,Powai,9 AM–12,Frozen Foods,Completed,266,129,8,Low,No
SID102539,Bandra,6–9 AM,Staples & Grains,Completed,375,88,9,Medium,No
SID102540,Bandra,3–6 PM,Personal Care,Completed,236,138,8,Medium,No
SID102541,Powai,12–3 PM,Staples & Grains,Completed,275,134,16,Low,No
SID102542,Thane,9 AM–12,Staples & Grains,Abandoned,262,174,10,Low,No
SID102543,Thane,9 AM–12,Personal Care,Completed,393,115,12,Low,No
SID102544,Andheri,6–10 PM,Staples & Grains,Abandoned,239,139,8,Low,No
SID102545,Powai,12–3 PM,Fresh Produce,Abandoned,151,192,9,Low,No
SID102546,Andheri,10 PM–2 AM,Dairy,Completed,125,137,12,High,No
SID102547,Andheri,12–3 PM,Personal Care,Completed,295,117,10,Low,No
SID102548,Andheri,6–9 AM,Personal Care,Completed,296,123,5,Low,No
SID102549,Thane,3–6 PM,Personal Care,Completed,464,92,11,Low,No
SID102550,Dadar,9 AM–12,Snacks & Beverages,Completed,323,39,11,Medium,No
SID102551,Andheri,3–6 PM,Snacks & Beverages,Completed,336,108,5,Low,No
SID102552,Dadar,12–3 PM,Snacks & Beverages,Completed,285,73,11,Medium,No
SID102553,Andheri,3–6 PM,Dairy,Completed,286,63,10,High,No
SID102554,Dadar,12–3 PM,Staples & Grains,Abandoned,58,180,6,Medium,No
SID102555,Andheri,12–3 PM,Frozen Foods,Abandoned,130,143,11,Low,No
SID102556,Powai,10 PM–2 AM,Staples & Grains,Abandoned,69,174,13,Low,No
SID102557,Dadar,10 PM–2 AM,Snacks & Beverages,Abandoned,186,197,6,Medium,No
SID102558,Powai,6–10 PM,Fresh Produce,Completed,295,123,10,Low,No
SID102559,Thane,3–6 PM,Staples & Grains,Completed,335,85,9,Low,No
SID102560,Andheri,3–6 PM,Snacks & Beverages,Abandoned,211,282,12,Low,No
SID102561,Powai,6–10 PM,Dairy,Completed,404,112,9,Low,Yes
SID102562,Andheri,6–10 PM,Staples & Grains,Abandoned,188,294,8,Low,No
SID102563,Dadar,10 PM–2 AM,Frozen Foods,Abandoned,171,88,11,Medium,No
SID102564,Powai,6–10 PM,Dairy,Completed,327,109,12,Low,Yes
SID102565,Powai,10 PM–2 AM,Dairy,Completed,239,133,9,Low,Yes
SID102566,Bandra,6–10 PM,Personal Care,Completed,209,83,11,Medium,No
SID102567,Dadar,6–10 PM,Dairy,Abandoned,128,155,10,Medium,No
SID102568,Thane,6–10 PM,Staples & Grains,Completed,330,115,10,Low,No
SID102569,Andheri,3–6 PM,Staples & Grains,Abandoned,187,201,9,Low,No
SID102570,Powai,12–3 PM,Snacks & Beverages,Completed,404,78,12,Low,No
SID102571,Powai,12–3 PM,Staples & Grains,Completed,380,65,8,Low,No
SID102572,Andheri,9 AM–12,Staples & Grains,Abandoned,214,154,8,Low,No
SID102573,Thane,9 AM–12,Dairy,Completed,307,148,9,High,No
SID102574,Andheri,3–6 PM,Fresh Produce,Completed,306,89,13,High,No
SID102575,Bandra,6–10 PM,Fresh Produce,Abandoned,277,162,5,Medium,No
SID102576,Dadar,9 AM–12,Snacks & Beverages,Completed,322,129,10,Medium,Yes
SID102577,Powai,6–10 PM,Dairy,Completed,384,119,11,Low,Yes
